run,lb,inst_lumi_ub_s,collbunches,mu
507671,121,21392.2,2448,62.169097667227554
507671,122,21353.7,2448,62.05721061212391
507671,123,21335.6,2448,62.004609165438815
507671,124,21266.8,2448,61.80466554488996
507671,125,21202.6,2448,61.61809024780802
507671,126,21230.3,2448,61.69859080433715
507671,127,21164.6,2448,61.50765627134209
507671,128,21180.8,2448,61.55473601920388
507671,129,21560.1,2448,62.65704147377047
507671,130,21722.2,2448,63.128129568115966
507671,131,21588.1,2448,62.738413877482216
507671,132,21444.8,2448,62.32196153991462
507671,133,21332.0,2448,61.994146999247306
507671,134,21236.5,2448,61.71660897944475
507671,135,21198.2,2448,61.605303155796186
507671,136,21380.6,2448,62.13538624283268
507671,137,21308.8,2448,61.92672415045757
507671,138,21188.9,2448,61.57827589313479
507671,139,21136.9,2448,61.427155714812976
507671,140,21339.3,2448,62.01536194735786
507671,141,21324.5,2448,61.97235081968166
507671,142,21222.1,2448,61.6747603146787
507671,143,21523.2,2448,62.5498042703075
507671,144,21471.3,2448,62.39897470771323
507671,145,21360.9,2448,62.07813494450693
507671,146,21367.5,2448,62.09731558252469
507671,147,21199.2,2448,61.608209313071605
507671,148,21174.7,2448,61.53700845982383
507671,149,21202.5,2448,61.61779963208049
507671,150,21432.2,2448,62.28534395824434
507671,151,21359.7,2448,62.07464755577642
507671,152,21702.4,2448,63.07058765406266
507671,153,21709.9,2448,63.09238383362831
507671,154,21642.1,2448,62.89534637035487
507671,155,21520.5,2448,62.54195764566386
507671,156,21444.2,2448,62.32021784554937
507671,157,21327.3,2448,61.980488060052835
507671,158,21693.6,2448,63.045013470038974
507671,159,21591.3,2448,62.747713580763566
507671,160,21486.2,2448,62.44227645111698
507671,161,21429.6,2448,62.277787949328236
507671,162,21357.5,2448,62.06825400977051
507671,163,21519.6,2448,62.53934210411598
507671,164,21486.9,2448,62.444310761209785
507671,165,21446.2,2448,62.3260301601002
507671,166,21544.7,2448,62.61228665172903
507671,167,21894.0,2448,63.62740738803301
507671,168,22232.3,2448,64.61056039430741
507671,169,22104.1,2448,64.23799103159865
507671,170,21647.3,2448,62.910458388187045
507671,171,21827.9,2448,63.43531039212781
507671,172,21868.4,2448,63.553009761782285
507671,173,21737.2,2448,63.17172192724726
507671,174,21649.1,2448,62.915689471282796
507671,175,21826.6,2448,63.431532387669755
507671,176,21726.2,2448,63.139754197217655
507671,177,21671.3,2448,62.98020616279712
507671,178,21739.7,2448,63.17898732043581
507671,179,21704.1,2448,63.075528121430864
507671,180,21676.6,2448,62.995608796356834
507671,181,21926.0,2448,63.720404420846435
507671,182,21847.0,2448,63.49081799608831
507671,183,21782.9,2448,63.30453331473392
507671,184,21721.3,2448,63.12551402656809
507671,185,21753.3,2448,63.21851105938151
507671,186,21827.6,2448,63.434438544945166
507671,187,21715.2,2448,63.10778646718803
507671,188,21703.3,2448,63.07320319561054
507671,189,21897.2,2448,63.63670709131438
507671,190,21832.5,2448,63.44867871559473
507671,191,21957.8,2448,63.812820222204785
507671,192,21870.7,2448,63.55969392351575
507671,193,22057.0,2448,64.10111102392639
507671,194,21929.8,2448,63.73144781849304
507671,195,21979.1,2448,63.874721372171216
507671,196,21894.9,2448,63.6300229295809
507671,197,21863.5,2448,63.53876959113273
507671,198,22015.6,2448,63.98079611272403
507671,199,21883.5,2448,63.59689273664113
507671,200,21882.7,2448,63.594567810820784
507671,201,21884.3,2448,63.599217662461456
507671,202,21658.5,2448,62.94300734967175
507671,203,21905.4,2448,63.66053758097281
507671,204,22002.2,2448,63.94185360523342
507671,205,21999.8,2448,63.9348788277724
507671,206,21917.1,2448,63.6945396210952
507671,207,22043.3,2448,64.06129666925315
507671,208,21918.0,2448,63.69715516264309
507671,209,21917.7,2448,63.69628331546047
507671,210,22060.7,2448,64.11186380584545
507671,211,22139.9,2448,64.34203146205866
507671,212,22157.3,2448,64.39259859865096
507671,213,22134.9,2448,64.32750067568158
507671,214,22053.2,2448,64.0900676262798
507671,215,22061.6,2448,64.11447934739333
507671,216,22012.1,2448,63.97062456226006
507671,217,21902.6,2448,63.65240034060163
507671,218,21897.8,2448,63.638450785679616
507671,219,21996.4,2448,63.92499789303598
507671,220,22035.6,2448,64.03891925823241
507671,221,21949.3,2448,63.78811788536372
507671,222,21924.6,2448,63.71633580066085
507671,223,21952.3,2448,63.79683635718998
507671,224,21919.3,2448,63.700933167101134
507671,225,21868.1,2448,63.552137914599655
507671,226,22128.9,2448,64.31006373202906
507671,227,22082.8,2448,64.17608988163221
507671,228,22008.8,2448,63.96103424325118
507671,229,21936.2,2448,63.750047225055724
507671,230,21934.3,2448,63.74452552623243
507671,231,21877.5,2448,63.579455792988604
507671,232,21800.1,2448,63.35451921987113
507671,233,21815.9,2448,63.40043650482278
507671,234,21956.3,2448,63.80846098629166
507671,235,21899.0,2448,63.64193817441012
507671,236,21979.5,2448,63.875883835081396
507671,237,22102.6,2448,64.23363179568553
507671,238,22022.7,2448,64.0014298293795
507671,239,22071.1,2448,64.14208784150979
507671,240,21967.8,2448,63.84188179495898
507671,241,21901.8,2448,63.65007541478129
507671,242,21883.7,2448,63.5974739680962
507671,243,22071.3,2448,64.14266907296489
507671,244,22016.5,2448,63.983411654271904
507671,245,21955.7,2448,63.806717291926404
507671,246,21934.8,2448,63.74597860487014
507671,247,22031.8,2448,64.02787586058582
507671,248,22023.8,2448,64.00462660238246
507671,249,21991.5,2448,63.910757722386414
507671,250,21998.5,2448,63.93110082331436
507671,251,21935.8,2448,63.74888476214556
507671,252,21941.1,2448,63.76428739570528
507671,253,21940.7,2448,63.763124932795115
507671,254,21916.3,2448,63.69221469527488
507671,255,22061.8,2448,64.1150605788484
507671,256,22003.5,2448,63.94563160969145
507671,257,22030.0,2448,64.02264477749007
507671,258,21991.0,2448,63.90930464374871
507671,259,21956.2,2448,63.80817037056411
507671,260,21931.5,2448,63.73638828586125
507671,261,21876.2,2448,63.57567778853056
507671,262,21930.5,2448,63.733482128585834
507671,263,22061.1,2448,64.11302626875562
507671,264,22023.9,2448,64.00491721811001
507671,265,21976.5,2448,63.867165363255125
507671,266,21956.2,2448,63.80817037056411
507671,267,21937.7,2448,63.75440646096885
507671,268,22359.5,2448,64.98022359974077
507671,269,22177.9,2448,64.4524654385246
507671,270,21839.5,2448,63.46902181652267
507671,271,22063.6,2448,64.12029166194415
507671,272,22020.7,2448,63.99561751482867
507671,273,21979.0,2448,63.87443075644368
507671,274,21960.0,2448,63.81921376821071
507671,275,21925.7,2448,63.71953257366382
507671,276,22026.6,2448,64.01276384275363
507671,277,21871.6,2448,63.56230946506362
507671,278,21889.7,2448,63.61491091174872
507671,279,22039.7,2448,64.05083450306164
507671,280,21937.0,2448,63.75237215087606
507671,281,21896.6,2448,63.63496339694912
507671,282,21990.9,2448,63.90901402802117
507671,283,21967.0,2448,63.83955686913865
507671,284,21915.1,2448,63.68872730654437
507671,285,22055.5,2448,64.09675178801326
507671,286,21877.9,2448,63.58061825589877
507671,287,21965.1,2448,63.834035170315346
507671,288,21977.9,2448,63.871233983440725
507671,289,21954.3,2448,63.80264867174082
507671,290,22006.7,2448,63.9549313129728
507671,291,21979.3,2448,63.875302603626295
507671,292,21938.8,2448,63.757603233971814
507671,293,21882.3,2448,63.59340534791062
507671,294,21804.2,2448,63.36643446470037
507671,295,21739.1,2448,63.17724362607055
507671,296,21825.9,2448,63.42949807757696
507671,297,21972.5,2448,63.85554073415345
507671,298,21895.1,2448,63.63060416103599
507671,299,21894.2,2448,63.62798861948811
507671,300,21833.6,2448,63.451875488597686
507671,301,22115.0,2448,64.26966814590071
507671,302,22042.0,2448,64.05751866479511
507671,303,22020.3,2448,63.9944550519185
507671,304,21950.8,2448,63.792477121276846
507671,305,21894.2,2448,63.62798861948811
507671,306,21878.5,2448,63.58236195026402
507671,307,21926.0,2448,63.720404420846435
507671,308,21877.5,2448,63.579455792988604
507671,309,21887.0,2448,63.60706428710509
507671,310,22044.1,2448,64.06362159507349
507671,311,22067.7,2448,64.13220690677339
507671,312,21991.3,2448,63.910176490931335
507671,313,22072.6,2448,64.14644707742293
507671,314,22078.8,2448,64.16446525253053
507671,315,21849.7,2448,63.49866462073195
507671,316,21844.2,2448,63.48268075571714
507671,317,22045.8,2448,64.0685620624417
507671,318,22267.6,2448,64.71314774612972
507671,319,22067.2,2448,64.13075382813567
507671,320,22004.8,2448,63.9494096141495
507671,321,21964.5,2448,63.83229147595009
507671,322,21919.1,2448,63.700351935646054
507671,323,21881.3,2448,63.5904991906352
507671,324,21996.6,2448,63.92557912449105
507671,325,21947.4,2448,63.78259618654043
507671,326,22007.9,2448,63.95841870170331
507671,327,22038.0,2448,64.04589403569342
507671,328,21931.3,2448,63.73580705440617
507671,329,22081.1,2448,64.17114941426401
507671,330,22015.8,2448,63.981377344179116
507671,331,21946.7,2448,63.78056187644763
507671,332,21998.2,2448,63.93022897613173
507671,333,21909.7,2448,63.67303405725711
507671,334,21870.6,2448,63.55940330778821
507671,335,21871.5,2448,63.56201884933609
507671,336,21914.9,2448,63.6881460750893
507671,337,21977.7,2448,63.87065275198564
507671,338,22003.6,2448,63.945922225419
507671,339,21965.4,2448,63.83490701749798
507671,340,21963.3,2448,63.828804087219595
507671,341,21875.6,2448,63.57393409416531
507671,342,21874.6,2448,63.57102793688988
507671,343,21946.4,2448,63.779690029265005
507671,344,21887.8,2448,63.60938921292543
507671,345,21896.0,2448,63.633219702583865
507671,346,21822.0,2448,63.41816406420283
507671,347,21921.7,2448,63.707907944562145
507671,348,22029.0,2448,64.01973862021465
507671,349,22000.9,2448,63.93807560077536
507671,350,21965.6,2448,63.83548824895305
507671,351,22063.1,2448,64.11883858330646
507671,352,22011.5,2448,63.96888086789482
507671,353,21958.9,2448,63.81601699520775
507671,354,21948.6,2448,63.78608357527093
507671,355,21875.5,2448,63.573643478437766
507671,356,21942.9,2448,63.76951847880105
507671,357,22110.6,2448,64.25688105388886
507671,358,21981.1,2448,63.880533686722046
507671,359,21950.1,2448,63.79044281118406
507671,360,21873.9,2448,63.5689936267971
507671,361,21899.7,2448,63.64397248450292
507671,362,21991.6,2448,63.91104833811395
507671,363,21950.5,2448,63.79160527409423
507671,364,21928.7,2448,63.72825104549008
507671,365,21906.0,2448,63.66228127533806
507671,366,22080.0,2448,64.16795264126102
507671,367,21986.3,2448,63.89564570455424
507671,368,21993.5,2448,63.91657003693726
507671,369,21918.8,2448,63.699480088463424
507671,370,21895.8,2448,63.63263847112877
507671,371,21874.4,2448,63.570446705434804
507671,372,21991.1,2448,63.909595259476255
507671,373,22029.3,2448,64.02061046739728
507671,374,21999.6,2448,63.93429759631731
507671,375,22001.7,2448,63.940400526595695
507671,376,22136.2,2448,64.33127868013962
507671,377,22070.9,2448,64.14150661005473
507671,378,22095.4,2448,64.2127074633025
507671,379,22051.7,2448,64.08570839036668
507671,380,22048.8,2448,64.07728053426796
507671,381,22022.5,2448,64.00084859792442
507671,382,21889.9,2448,63.61549214320381
507671,383,21900.3,2448,63.645716178868156
507671,384,21997.2,2448,63.92732281885631
507671,385,21952.3,2448,63.79683635718998
507671,386,21979.6,2448,63.87617445080892
507671,387,21916.9,2448,63.69395838964014
507671,388,21946.8,2448,63.78085249217517
507671,389,21897.8,2448,63.638450785679616
507671,390,22050.3,2448,64.08163977018108
507671,391,21917.3,2448,63.695120852550296
507671,392,21902.9,2448,63.65327218778427
507671,393,22259.0,2448,64.68815479356111
507671,394,22231.9,2448,64.60939793139725
507671,395,22040.7,2448,64.05374066033706
507671,396,22011.8,2448,63.96975271507743
507671,397,21971.5,2448,63.85263457687803
507671,398,21943.3,2448,63.770680941711205
507671,399,21937.0,2448,63.75237215087606
507671,400,21874.6,2448,63.57102793688988
507671,401,22125.1,2448,64.29902033438246
507671,402,21893.3,2448,63.62537307794023
507671,403,22048.5,2448,64.07640868708533
507671,404,21930.3,2448,63.732900897130754
507671,405,21881.0,2448,63.58962734345257
507671,406,22073.5,2448,64.14906261897082
507671,407,22056.0,2448,64.09820486665097
507671,408,21985.9,2448,63.894483241644075
507671,409,22016.4,2448,63.98312103854436
507671,410,21974.7,2448,63.86193428015938
507671,411,21901.9,2448,63.65036603050884
507671,412,21901.3,2448,63.64862233614359
507671,413,22036.9,2448,64.04269726269047
507671,414,22020.3,2448,63.9944550519185
507671,415,21969.3,2448,63.84624103087211
507671,416,21968.9,2448,63.84507856796194
507671,417,21942.1,2448,63.7671935529807
507671,418,22051.7,2448,64.08570839036668
507671,419,21880.7,2448,63.58875549626995
507671,420,22101.5,2448,64.23043502268256
507671,421,22359.1,2448,64.9790611368306
507671,422,22052.2,2448,64.08716146900439
507671,423,22011.1,2448,63.96771840498464
507671,424,22011.7,2448,63.96946209934989
507671,425,22025.2,2448,64.00869522256806
507671,426,21972.4,2448,63.85525011842591
507671,427,21938.4,2448,63.75644077106165
507671,428,21953.1,2448,63.799161283010314
507671,429,21925.1,2448,63.71778887929856
507671,430,22023.8,2448,64.00462660238246
507671,431,22131.1,2448,64.31645727803497
507671,432,22142.9,2448,64.35074993388493
507671,433,21939.7,2448,63.760218775519704
507671,434,21914.1,2448,63.685821149268946
507671,435,21928.6,2448,63.72796042976254
507671,436,21980.9,2448,63.87995245526698
507671,437,21953.4,2448,63.80003313019295
507671,438,21985.1,2448,63.892158315823735
507671,439,21967.4,2448,63.84071933204881
507671,440,22033.3,2448,64.03223509649895
507671,441,21965.8,2448,63.836069480408135
507671,442,21935.7,2448,63.748594146418014
507671,443,21928.3,2448,63.72708858257991
507671,444,22023.2,2448,64.00288290801721
507671,445,22065.8,2448,64.12668520795009
507671,446,22059.2,2448,64.10750456993232
507671,447,22051.1,2448,64.08396469600142
507671,448,21996.5,2448,63.925288508763515
507671,449,21833.6,2448,63.451875488597686
507671,450,21933.8,2448,63.74307244759471
507671,451,21909.0,2448,63.670999747164316
507671,452,21888.8,2448,63.61229537020085
507671,453,22025.9,2448,64.01072953266085
507671,454,22090.0,2448,64.19701421401524
507671,455,22048.1,2448,64.07524622417515
507671,456,22009.5,2448,63.96306855334397
507671,457,21983.3,2448,63.88692723272798
507671,458,22025.0,2448,64.00811399111296
507671,459,21944.2,2448,63.77329648325909
507671,460,21928.7,2448,63.72825104549008
507671,461,21937.2,2448,63.75295338233114
507671,462,21918.2,2448,63.697736394098186
507671,463,21876.9,2448,63.577712098623365
507671,464,21965.7,2448,63.835778864680606
507671,465,21861.0,2448,63.53150419794419
507671,466,21957.5,2448,63.81194837502216
507671,467,21912.1,2448,63.680008834718116
507671,468,21942.6,2448,63.76864663161841
507671,469,22045.0,2448,64.06623713662137
507671,470,22007.8,2448,63.95812808597576
507671,471,21990.3,2448,63.90727033365591
507671,472,21815.9,2448,63.40043650482278
507671,473,21852.6,2448,63.507092476830664
507671,474,21925.0,2448,63.71749826357103
507671,475,21837.4,2448,63.462918886244296
507671,476,21753.7,2448,63.219673522291686
507671,477,22003.5,2448,63.94563160969145
507671,478,21975.9,2448,63.86542166888989
507671,479,21873.4,2448,63.567540548159386
507671,480,21925.9,2448,63.72011380511891
507671,481,22119.3,2448,64.28216462218502
507671,482,22037.7,2448,64.0450221885108
507671,483,21990.4,2448,63.90756094938346
507671,484,22014.7,2448,63.97818057117615
507671,485,21918.0,2448,63.69715516264309
507671,486,21917.3,2448,63.695120852550296
507671,487,22118.1,2448,64.27867723345452
507671,488,22041.6,2448,64.05635620188494
507671,489,22035.5,2448,64.03862864250488
507671,490,22102.0,2448,64.23188810132027
507671,491,22131.7,2448,64.31820097240023
507671,492,22059.2,2448,64.10750456993232
507671,493,21990.7,2448,63.90843279656608
507671,494,21928.1,2448,63.726507351124816
507671,495,21857.8,2448,63.522204494662844
507671,496,22058.9,2448,64.1066327227497
507671,497,22046.5,2448,64.0705963725345
507671,498,21948.8,2448,63.78666480672601
507671,499,21941.8,2448,63.76632170579808
507671,500,21871.8,2448,63.562890696518714
507671,501,21942.4,2448,63.76806540016334
507671,502,22003.8,2448,63.94650345687407
507671,503,21949.4,2448,63.78840850109126
507671,504,22044.7,2448,64.06536528943874
507671,505,22537.8,2448,65.49839144194806
507671,506,22161.9,2448,64.4059669221179
507671,507,21874.4,2448,63.570446705434804
507671,508,21953.6,2448,63.800614361648016
507671,509,21917.5,2448,63.69570208400538
507671,510,21878.3,2448,63.58178071880894
507671,511,22093.5,2448,64.2071857644792
507671,512,22086.1,2448,64.18568020064109
507671,513,22084.8,2448,64.18190219618305
507671,514,22044.9,2448,64.06594652089383
507671,515,22063.8,2448,64.12087289339925
507671,516,22013.0,2448,63.973240103807946
507671,517,22032.9,2448,64.03107263358878
507671,518,22078.5,2448,64.1635934053479
507671,519,22072.0,2448,64.14470338305769
507671,520,22133.5,2448,64.32343205549599
507671,521,22056.2,2448,64.09878609810606
507671,522,22074.0,2448,64.15051569760853
507671,523,22066.7,2448,64.12930074949796
507671,524,22021.4,2448,63.99765182492146
507671,525,21991.5,2448,63.910757722386414
507671,526,21919.7,2448,63.702095630011314
507671,527,21939.9,2448,63.76080000697478
507671,528,22038.1,2448,64.04618465142097
507671,529,22045.1,2448,64.06652775234889
507671,530,22008.2,2448,63.95929054888593
507671,531,21950.4,2448,63.79131465836669
507671,532,21897.1,2448,63.63641647558682
507671,533,21659.6,2448,62.9462041226747
507671,534,21744.7,2448,63.19351810681291
507671,535,22051.7,2448,64.08570839036668
507671,536,21971.4,2448,63.852343961150495
507671,537,21969.4,2448,63.84653164659965
507671,538,21916.9,2448,63.69395838964014
507671,539,21977.1,2448,63.86890905762038
507671,540,21963.6,2448,63.82967593440222
507671,541,21895.3,2448,63.63118539249107
507671,542,21865.6,2448,63.54487252141111
507671,543,21906.2,2448,63.662862506793154
507671,544,21980.3,2448,63.87820876090172
507671,545,22006.6,2448,63.95464069724525
507671,546,21899.4,2448,63.64310063732029
507671,547,22146.8,2448,64.36208394725905
507671,548,22117.0,2448,64.27548046045156
507671,549,22111.0,2448,64.25804351679905
507671,550,22098.4,2448,64.22142593512876
507671,551,22063.9,2448,64.12116350912679
507671,552,21930.0,2448,63.732029049948125
507671,553,21903.2,2448,63.65414403496689
507671,554,21867.5,2448,63.55039422023441
507671,555,22040.1,2448,64.05199696597181
507671,556,22043.6,2448,64.06216851643576
507671,557,22023.0,2448,64.00230167656213
507671,558,21961.3,2448,63.82299177266874
507671,559,21933.7,2448,63.742781831867184
507671,560,21889.3,2448,63.61374844883856
507671,561,21910.1,2448,63.67419652016728
507671,562,22044.9,2448,64.06594652089383
507671,563,22011.3,2448,63.968299636439724
507671,564,22008.8,2448,63.96103424325118
507671,565,21915.0,2448,63.688436690816836
507671,566,22004.8,2448,63.9494096141495
507671,567,21981.5,2448,63.881696149632226
507671,568,21945.0,2448,63.77562140907941
507671,569,21963.5,2448,63.829385318674674
507671,570,21879.7,2448,63.58584933899453
507671,571,21985.7,2448,63.89390201018899
507671,572,21978.1,2448,63.87181521489579
507671,573,22113.1,2448,64.26414644707742
507671,574,21893.1,2448,63.62479184648514
507671,575,21858.1,2448,63.52307634184547
507671,576,21932.5,2448,63.73929444313667
507671,577,22081.6,2448,64.1726024929017
507671,578,22037.7,2448,64.0450221885108
507671,579,22000.7,2448,63.93749436932029
507671,580,21917.8,2448,63.696573931188006
507671,581,21617.2,2448,62.822983054196925
507671,582,21963.9,2448,63.830547781584855
507671,583,21922.2,2448,63.709361023199854
507671,584,21893.0,2448,63.62450123075761
507671,585,22048.6,2448,64.07669930281286
507671,586,21974.0,2448,63.85989997006658
507671,587,21935.1,2448,63.746850452052755
507671,588,21942.0,2448,63.76690293725316
507671,589,21923.7,2448,63.71372025911298
507671,590,21980.4,2448,63.87849937662927
507671,591,21962.8,2448,63.82735100858187
507671,592,21846.5,2448,63.4893649174506
507671,593,21989.2,2448,63.904073560652954
507671,594,21907.2,2448,63.665768664068565
507671,595,21938.4,2448,63.75644077106165
507671,596,22060.6,2448,64.1115731901179
507671,597,21952.0,2448,63.79596451000736
507671,598,21962.9,2448,63.82764162430942
507671,599,22063.9,2448,64.12116350912679
507671,600,21769.2,2448,63.264718960060684
507671,601,22022.7,2448,64.0014298293795
507671,602,22060.3,2448,64.11070134293527
507671,603,22076.4,2448,64.15749047506954
507671,604,21923.5,2448,63.713139027657895
507671,605,21913.9,2448,63.68523991781388
507671,606,21868.0,2448,63.55184729887212
507671,607,21936.5,2448,63.750919072238354
507671,608,21935.9,2448,63.7491753778731
507671,609,21920.7,2448,63.705001787286726
507671,610,21875.1,2448,63.5724810155276
507671,611,22127.3,2448,64.30541388038837
507671,612,22102.2,2448,64.23246933277535
507671,613,22059.8,2448,64.10924826429756
507671,614,22012.8,2448,63.97265887235285
507671,615,21997.6,2448,63.92848528176647
507671,616,21982.8,2448,63.88547415409027
507671,617,21703.8,2448,63.07465627424824
507671,618,21479.5,2448,62.42280519737168
507671,619,21893.8,2448,63.62682615657794
507671,620,21890.9,2448,63.618398300479235
507671,621,22007.0,2448,63.95580316015542
507671,622,21994.4,2448,63.91918557848515
507671,623,21993.5,2448,63.91657003693726
507671,624,21929.3,2448,63.72999473985532
507671,625,21924.7,2448,63.7166264163884
507671,626,21886.0,2448,63.60415812982967
507671,627,21874.1,2448,63.56957485825218
507671,628,21982.3,2448,63.88402107545256
507671,629,21996.4,2448,63.92499789303598
507671,630,21953.0,2448,63.79887066728277
507671,631,21885.7,2448,63.60328628264705
507671,632,21891.1,2448,63.6189795319343
507671,633,21890.6,2448,63.6175264532966
507671,634,21949.7,2448,63.78928034827389
507671,635,22041.4,2448,64.05577497042985
507671,636,21998.3,2448,63.93051959185927
507671,637,21962.2,2448,63.82560731421663
507671,638,21951.3,2448,63.793930199914556
507671,639,21936.9,2448,63.75208153514852
507671,640,21919.7,2448,63.702095630011314
507671,641,21985.5,2448,63.893320778733894
507671,642,22004.0,2448,63.94708468832916
507671,643,21936.2,2448,63.750047225055724
507671,644,21853.7,2448,63.510289249833626
507671,645,22005.1,2448,63.950281461332125
507671,646,21958.4,2448,63.81456391657004
507671,647,21915.9,2448,63.69105223236471
507671,648,21971.7,2448,63.853215808333125
507671,649,21983.9,2448,63.888670927093244
507671,650,21952.4,2448,63.79712697291752
507671,651,21892.0,2448,63.62159507348219
507671,652,21957.3,2448,63.811367143567075
507671,653,21896.3,2448,63.63409154976649
507671,654,22020.2,2448,63.99416443619096
507671,655,21915.8,2448,63.69076161663717
507671,656,21908.5,2448,63.66954666852661
507671,657,21869.8,2448,63.55707838196787
