lb,inst_lumi_ub_s,collbunches,mu
308,22022.7,2448,64.0014298293795
309,21992.6,2448,63.91395449538938
310,21961.1,2448,63.822410541213664
311,21934.9,2448,63.74626922059769
312,21886.2,2448,63.604739361284764
313,21884.2,2448,63.59892704673391
314,21988.5,2448,63.90203925056015
315,22048.1,2448,64.07524622417515
316,22017.1,2448,63.98515534863716
317,21965.9,2448,63.836360096135685
318,22002.2,2448,63.94185360523342
319,21909.4,2448,63.6721622100745
320,21875.2,2448,63.572771631255144
321,21901.2,2448,63.648331720416046
322,21904.8,2448,63.65879388660755
323,21924.8,2448,63.71691703211594
324,22067.8,2448,64.13249752250091
325,22034.4,2448,64.03543186950192
326,22132.3,2448,64.31994466676548
327,22009.6,2448,63.96335916907151
328,21951.0,2448,63.79305835273193
329,21897.8,2448,63.638450785679616
330,22081.1,2448,64.17114941426401
331,22050.3,2448,64.08163977018108
332,22021.6,2448,63.99823305637654
333,21956.7,2448,63.80962344920182
334,21972.9,2448,63.85670319706363
335,21952.2,2448,63.79654574146244
336,21935.4,2448,63.74772229923539
337,21992.8,2448,63.91453572684446
338,22100.4,2448,64.2272382496796
339,22002.8,2448,63.94359729959866
340,22028.7,2448,64.01886677303202
341,22007.2,2448,63.956384391610506
342,21909.7,2448,63.67303405725711
343,21914.6,2448,63.68727422790666
344,21561.8,2448,62.661981941138684
345,21934.3,2448,63.74452552623243
346,21905.5,2448,63.66082819670035
347,21876.3,2448,63.5759684042581
348,22037.9,2448,64.04560341996589
349,22045.3,2448,64.06710898380399
350,22024.1,2448,64.00549844956508
351,21993.3,2448,63.915988805482165
352,21932.8,2448,63.7401662903193
353,21857.4,2448,63.521042031752685
354,21882.5,2448,63.593986579365705
355,21960.9,2448,63.82182930975859
356,22052.2,2448,64.08716146900439
357,21932.5,2448,63.73929444313667
358,21927.6,2448,63.72505427248711
359,21892.5,2448,63.623048152119885
360,21925.4,2448,63.7186607264812
361,22030.7,2448,64.02467908758287
362,21994.7,2448,63.92005742566777
363,22039.6,2448,64.0505438873341
364,21912.1,2448,63.680008834718116
365,21945.4,2448,63.77678387198959
366,22028.0,2448,64.01683246293923
367,21956.9,2448,63.81020468065691
368,21901.2,2448,63.648331720416046
369,22044.6,2448,64.0650746737112
370,22112.7,2448,64.26298398416725
371,22151.9,2448,64.3769053493637
372,21980.9,2448,63.87995245526698
373,22035.4,2448,64.03833802677734
374,21992.5,2448,63.91366387966184
375,21971.7,2448,63.853215808333125
376,21927.1,2448,63.72360119384941
377,21941.8,2448,63.76632170579808
378,21967.4,2448,63.84071933204881
379,21885.2,2448,63.60183320400933
380,21963.9,2448,63.830547781584855
381,21984.9,2448,63.89157708436866
382,21935.6,2448,63.748303530690464
383,21960.5,2448,63.82066684684842
384,21839.5,2448,63.46902181652267
385,22041.5,2448,64.05606558615739
386,22163.0,2448,64.40916369512085
387,22143.7,2448,64.35307485970526
388,22091.9,2448,64.20253591283854
389,22027.3,2448,64.01479815284644
390,21976.2,2448,63.86629351607251
391,22058.0,2448,64.10401718120181
392,22016.5,2448,63.983411654271904
393,21879.0,2448,63.58381502890173
394,21985.8,2448,63.89419262591652
395,22073.2,2448,64.1481907717882
396,22180.6,2448,64.46031206316823
397,22082.8,2448,64.17608988163221
398,22110.6,2448,64.25688105388886
399,22043.3,2448,64.06129666925315
400,22100.3,2448,64.22694763395205
401,22131.1,2448,64.31645727803497
402,22099.7,2448,64.2252039395868
403,22074.2,2448,64.15109692906361
404,22037.9,2448,64.04560341996589
405,21999.5,2448,63.93400698058978
406,21887.2,2448,63.607645518560176
407,21921.3,2448,63.70674548165198
408,22141.6,2448,64.34697192942687
409,22024.4,2448,64.00637029674772
410,22024.4,2448,64.00637029674772
411,22013.9,2448,63.97585564535582
412,21923.9,2448,63.71430149056807
413,22149.2,2448,64.36905872472006
414,21949.6,2448,63.78898973254635
415,21910.2,2448,63.67448713589482
416,21870.7,2448,63.55969392351575
417,22011.9,2448,63.97004333080498
418,22002.5,2448,63.942725452416035
419,21884.6,2448,63.600089509644086
420,21939.7,2448,63.760218775519704
421,21798.7,2448,63.35045059968555
422,21798.0,2448,63.34841628959275
423,22131.9,2448,64.31878220385532
424,22163.1,2448,64.40945431084839
425,21990.1,2448,63.90668910220082
426,22000.7,2448,63.93749436932029
427,21938.8,2448,63.757603233971814
428,22180.0,2448,64.45856836880299
429,21947.0,2448,63.78143372363026
430,22062.8,2448,64.11796673612382
431,21992.3,2448,63.91308264820675
432,21965.6,2448,63.83548824895305
433,21916.3,2448,63.69221469527488
434,21889.1,2448,63.61316721738347
435,21968.7,2448,63.84449733650687
436,22172.5,2448,64.43677218923733
437,21860.0,2448,63.52859804066876
438,21916.3,2448,63.69221469527488
439,21951.7,2448,63.795092662824736
440,21875.3,2448,63.57306224698268
441,21909.7,2448,63.67303405725711
442,21876.6,2448,63.57684025144073
443,21982.5,2448,63.88460230690765
444,21995.2,2448,63.92151050430547
445,21989.1,2448,63.9037829449254
446,21890.6,2448,63.6175264532966
447,22032.7,2448,64.0304914021337
448,21918.2,2448,63.697736394098186
449,21872.8,2448,63.565796853794126
450,22051.8,2448,64.08599900609421
451,21955.7,2448,63.806717291926404
452,22035.8,2448,64.0395004896875
453,22094.8,2448,64.21096376893725
454,21897.9,2448,63.63874140140716
455,21968.1,2448,63.8427536421416
456,21952.5,2448,63.79741758864506
457,22049.2,2448,64.07844299717812
458,22062.8,2448,64.11796673612382
459,21935.6,2448,63.748303530690464
460,21806.2,2448,63.3722467792512
461,21894.9,2448,63.6300229295809
462,21921.8,2448,63.708198560289674
463,22080.0,2448,64.16795264126102
464,22209.8,2448,64.54517185561048
465,22059.7,2448,64.10895764857003
466,21965.8,2448,63.836069480408135
467,21939.7,2448,63.760218775519704
468,21905.8,2448,63.66170004388297
469,21940.2,2448,63.761671854157406
470,21936.9,2448,63.75208153514852
471,21880.5,2448,63.58817426481486
472,21962.7,2448,63.82706039285435
473,22169.3,2448,64.42747248595599
474,21917.8,2448,63.696573931188006
475,22004.6,2448,63.948828382694415
476,21982.9,2448,63.88576476981781
477,21945.5,2448,63.77707448771713
478,21922.3,2448,63.7096516389274
479,21934.6,2448,63.74539737341505
480,22082.7,2448,64.17579926590467
481,22039.5,2448,64.05025327160655
482,22056.5,2448,64.09965794528868
483,21944.3,2448,63.77358709898662
484,22124.4,2448,64.29698602428967
485,21927.3,2448,63.72418242530449
486,21997.9,2448,63.92935712894911
487,21977.6,2448,63.87036213625809
488,21883.7,2448,63.5974739680962
489,21847.1,2448,63.49110861181585
490,22022.3,2448,64.00026736646933
491,22004.7,2448,63.94911899842196
492,21990.3,2448,63.90727033365591
493,22024.3,2448,64.00607968102018
494,21945.5,2448,63.77707448771713
495,21919.1,2448,63.700351935646054
496,22015.8,2448,63.981377344179116
497,21932.9,2448,63.740456906046845
498,21874.5,2448,63.57073732116235
499,21762.6,2448,63.24553832204291
500,21123.7,2448,61.38879443877744
501,21829.1,2448,63.438797780858295
502,21880.0,2448,63.58672118617715
503,22006.0,2448,63.95289700288
504,22043.6,2448,64.06216851643576
505,22028.0,2448,64.01683246293923
506,21964.4,2448,63.83200086022256
507,22043.9,2448,64.0630403636184
508,21949.7,2448,63.78928034827389
509,21930.5,2448,63.733482128585834
510,21860.0,2448,63.52859804066876
511,22032.4,2448,64.02961955495108
512,22081.5,2448,64.17231187717417
513,21960.2,2448,63.819794999665795
514,21964.2,2448,63.83141962876748
515,21862.9,2448,63.53702589676748
516,21852.5,2448,63.50680186110312
517,21900.7,2448,63.646878641778336
518,22025.4,2448,64.00927645402314
519,21949.3,2448,63.78811788536372
520,21960.6,2448,63.82095746257596
521,21962.2,2448,63.82560731421663
522,21942.1,2448,63.7671935529807
523,21935.6,2448,63.748303530690464
524,22157.3,2448,64.39259859865096
525,22011.2,2448,63.968009020712195
526,21987.4,2448,63.8988424775572
527,21992.0,2448,63.91221080102413
528,21964.3,2448,63.831710244495
529,21932.1,2448,63.7381319802265
530,21967.1,2448,63.83984748486618
531,22093.3,2448,64.20660453302412
532,22091.0,2448,64.19992037129066
533,22060.6,2448,64.1115731901179
534,22007.4,2448,63.95696562306559
535,21997.3,2448,63.927613434583854
536,21968.8,2448,63.84478795223439
537,22014.4,2448,63.97730872399353
538,21884.2,2448,63.59892704673391
539,21861.5,2448,63.5329572765819
540,21734.8,2448,63.16474714978625
541,21847.4,2448,63.49198045899848
542,21936.2,2448,63.750047225055724
543,21926.0,2448,63.720404420846435
544,22000.2,2448,63.93604129068257
545,22000.5,2448,63.9369131378652
546,21970.9,2448,63.85089088251278
547,21914.5,2448,63.68698361217913
548,21904.9,2448,63.6590845023351
549,21981.0,2448,63.880243070994524
550,22056.8,2448,64.1005297924713
551,21895.9,2448,63.63292908685632
552,22106.6,2448,64.2452564247872
553,22154.1,2448,64.38329889536962
554,22008.3,2448,63.95958116461346
555,22028.0,2448,64.01683246293923
556,21997.5,2448,63.928194666038934
557,22040.8,2448,64.05403127606459
558,21980.5,2448,63.87878999235681
559,22142.2,2448,64.34871562379213
560,22012.7,2448,63.97236825662532
561,22024.8,2448,64.00753275965789
562,21978.4,2448,63.87268706207843
563,21954.9,2448,63.80439236610608
564,21871.1,2448,63.56085638642591
565,21924.0,2448,63.71459210629561
566,22009.8,2448,63.96394040052659
567,22385.2,2448,65.05491184171905
568,22454.3,2448,65.25572730945053
569,22064.2,2448,64.12203535630941
570,21958.2,2448,63.813982685114965
571,21962.4,2448,63.82618854567173
572,21940.1,2448,63.761381238429856
573,21979.6,2448,63.87617445080892
574,22179.2,2448,64.45624344298265
575,21955.0,2448,63.8046829818336
576,22043.4,2448,64.0615872849807
577,21909.4,2448,63.6721622100745
578,21939.1,2448,63.758475081154444
579,21869.6,2448,63.55649715051278
580,21867.7,2448,63.550975451689496
581,21949.4,2448,63.78840850109126
582,21954.4,2448,63.80293928746836
583,21987.9,2448,63.90029555619491
584,21980.8,2448,63.87966183953943
585,22016.4,2448,63.98312103854436
586,22013.4,2448,63.974402566718105
587,21933.0,2448,63.74074752177438
588,21906.4,2448,63.663443738248226
589,22104.3,2448,64.23857226305373
590,21909.9,2448,63.67361528871219
591,21981.3,2448,63.88111491817714
592,21893.9,2448,63.62711677230549
593,22090.8,2448,64.19933913983556
594,22054.2,2448,64.09297378355522
595,21938.6,2448,63.75702200251672
596,21905.2,2448,63.65995634951772
597,22033.1,2448,64.03165386504386
598,21957.6,2448,63.8122389907497
599,21954.2,2448,63.802358056013276
600,21951.9,2448,63.79567389427982
601,21897.8,2448,63.638450785679616
602,21937.1,2448,63.75266276660359
603,22099.6,2448,64.22491332385925
604,21957.7,2448,63.81252960647724
605,21943.1,2448,63.77009971025611
606,21906.0,2448,63.66228127533806
607,21863.3,2448,63.53818835967765
608,21866.5,2448,63.54748806295898
609,21866.5,2448,63.54748806295898
610,21907.9,2448,63.667802974161354
611,21929.6,2448,63.73086658703795
612,21956.2,2448,63.80817037056411
613,21975.8,2448,63.86513105316234
614,21886.5,2448,63.60561120846739
615,21809.2,2448,63.380965251077455
616,22018.4,2448,63.988933353095206
617,22090.0,2448,64.19701421401524
618,22032.6,2448,64.03020078640616
619,21886.3,2448,63.60502997701229
620,21931.4,2448,63.73609767013371
621,22009.0,2448,63.96161547470626
622,22107.0,2448,64.24641888769736
623,22073.9,2448,64.15022508188099
624,22051.4,2448,64.08483654318404
625,22102.3,2448,64.23275994850289
626,22183.5,2448,64.46873991926695
627,22193.2,2448,64.49692964483852
628,22037.5,2448,64.04444095705571
629,22018.6,2448,63.989514584550285
630,22078.6,2448,64.16388402107545
631,22025.7,2448,64.01014830120576
632,22099.6,2448,64.22491332385925
633,22023.5,2448,64.00375475519984
634,21963.3,2448,63.828804087219595
635,22027.9,2448,64.0165418472117
636,22085.6,2448,64.18422712200339
637,22113.5,2448,64.26530890998758
638,22031.4,2448,64.02671339767565
639,21985.1,2448,63.892158315823735
640,21955.5,2448,63.80613606047132
641,21899.4,2448,63.64310063732029
642,22016.7,2448,63.98399288572699
643,22003.4,2448,63.94534099396392
644,21967.1,2448,63.83984748486618
645,21917.3,2448,63.695120852550296
646,21972.2,2448,63.85466888697083
647,22055.1,2448,64.09558932510309
648,22095.3,2448,64.21241684757494
649,21993.0,2448,63.91511695829955
650,21920.1,2448,63.703258092921466
651,21908.9,2448,63.67070913143679
652,21902.1,2448,63.650947261963914
653,21878.2,2448,63.5814901030814
654,21944.4,2448,63.773877714714175
655,22009.8,2448,63.96394040052659
656,22249.1,2448,64.65938383653446
657,22150.1,2448,64.37167426626793
658,22135.8,2448,64.33011621722945
659,22151.4,2448,64.375452270726
660,22051.6,2448,64.08541777463913
661,21999.1,2448,63.932844517679605
662,22001.5,2448,63.939819295140616
663,21981.1,2448,63.880533686722046
664,22036.1,2448,64.04037233687012
665,21927.2,2448,63.72389180957695
666,22008.3,2448,63.95958116461346
667,22087.2,2448,64.18887697364406
668,21983.5,2448,63.887508464183064
669,21905.5,2448,63.66082819670035
670,21928.2,2448,63.726797966852374
671,22054.9,2448,64.09500809364802
672,22027.9,2448,64.0165418472117
673,22047.6,2448,64.07379314553745
674,21951.3,2448,63.793930199914556
675,21938.4,2448,63.75644077106165
676,22006.9,2448,63.95551254442789
677,22114.9,2448,64.26937753017319
678,22056.7,2448,64.10023917674377
679,22008.8,2448,63.96103424325118
680,21869.5,2448,63.55620653478525
681,21934.0,2448,63.7436536790498
682,21837.6,2448,63.46350011769936
683,21834.5,2448,63.45449103014556
684,22036.1,2448,64.04037233687012
685,21977.3,2448,63.869490289075465
686,21960.1,2448,63.81950438393824
687,21991.1,2448,63.909595259476255
688,21889.5,2448,63.61432968029364
689,22015.3,2448,63.9799242655414
690,21935.8,2448,63.74888476214556
691,21940.3,2448,63.76196246988494
692,21858.6,2448,63.52452942048318
693,21871.8,2448,63.562890696518714
694,21956.1,2448,63.80787975483657
695,21994.0,2448,63.91802311557497
696,21959.2,2448,63.81688884239037
697,21924.7,2448,63.7166264163884
698,21917.1,2448,63.6945396210952
699,21930.0,2448,63.732029049948125
700,22034.7,2448,64.03630371668454
701,22027.9,2448,64.0165418472117
702,21908.3,2448,63.66896543707152
703,21938.1,2448,63.755568923879025
704,21888.8,2448,63.61229537020085
705,21968.7,2448,63.84449733650687
706,21983.3,2448,63.88692723272798
707,21948.7,2448,63.78637419099848
708,21912.5,2448,63.68117129762828
709,21898.8,2448,63.64135694295503
710,22163.7,2448,64.41119800521365
711,22023.2,2448,64.00288290801721
712,21976.4,2448,63.866874747527596
713,21924.1,2448,63.71488272202315
714,21872.0,2448,63.5634719279738
715,22045.7,2448,64.06827144671415
716,22062.8,2448,64.11796673612382
717,22032.6,2448,64.03020078640616
718,22003.9,2448,63.94679407260163
719,21969.9,2448,63.84798472523737
720,21936.6,2448,63.75120968796589
721,21910.5,2448,63.675358983077444
722,21897.1,2448,63.63641647558682
723,21892.5,2448,63.623048152119885
724,21865.1,2448,63.5434194427734
725,21964.2,2448,63.83141962876748
726,21988.6,2448,63.902329866287694
727,21930.3,2448,63.732900897130754
728,21918.8,2448,63.699480088463424
729,21871.4,2448,63.56172823360855
730,21906.3,2448,63.663153122520676
731,21941.3,2448,63.764868627160354
732,21911.2,2448,63.67739329317024
733,21872.4,2448,63.564634390883974
734,21875.4,2448,63.57335286271023
735,21870.7,2448,63.55969392351575
736,21595.8,2448,62.76079128850295
737,21769.9,2448,63.26675327015347
738,21786.4,2448,63.314704865197896
739,21739.6,2448,63.178696704708265
740,21714.7,2448,63.10633338855032
741,21663.3,2448,62.95695690459376
742,21662.8,2448,62.95550382595605
743,21617.4,2448,62.82356428565201
744,21599.1,2448,62.77038160751184
745,21566.0,2448,62.67418780169545
746,21532.6,2448,62.577122148696446
747,21467.5,2448,62.38793131006664
748,21450.7,2448,62.339107867839594
749,21416.7,2448,62.24029852047534
750,21395.0,2448,62.17723490759873
751,21366.2,2448,62.09353757806665
752,21349.0,2448,62.04355167292943
753,21317.3,2448,61.95142648729864
754,21278.3,2448,61.83808635355727
755,21248.2,2448,61.75061101956716
756,21220.6,2448,61.67040107876557
757,21173.4,2448,61.53323045536578
758,21146.9,2448,61.45621728756718
759,21096.2,2448,61.3088751137034
760,21069.2,2448,61.23040886726709
761,21034.4,2448,61.12927459408249
762,21017.7,2448,61.08074176758298
763,20990.6,2448,61.0019849054191
764,20945.5,2448,60.8709172122977
765,20912.9,2448,60.776176485119024
766,20896.9,2448,60.729677968712316
767,20864.0,2448,60.63406539435101
